image_id,group,spot_count,mean_intensity,total_intensity,intensity_variance,area_covered_px,area_covered_ratio,density_spots_per_px,density_spots_per_10k_px,spot_area_mean,spot_area_std,spot_area_median,spot_area_q25,spot_area_q75,small_spot_fraction,medium_spot_fraction,large_spot_fraction,class_name,compound,concentration,batch_name
image_11965,DMSO,47,52.07011413574219,3412467.0,2085.6656314933207,21167,0.3229827880859375,0.0007171630859375,7.171630859375,392.9042663574219,408.3096923828125,231.5,107.75,538.25,0.0,0.2127659574468085,0.7872340425531915,DMSO,DMSO,0.0,Week1_22123
image_11966,DMSO,36,72.499755859375,4751344.0,2741.2737120985985,11147,0.1700897216796875,0.00054931640625,5.4931640625,265.72222900390625,265.5235900878906,133.25,70.75,364.375,0.05555555555555555,0.3055555555555556,0.6388888888888888,DMSO,DMSO,0.0,Week1_22123
image_11967,DMSO,58,61.69990539550781,4043565.0,2124.089951162925,21101,0.3219757080078125,0.000885009765625,8.85009765625,313.6982727050781,318.0721435546875,215.5,75.0,423.25,0.034482758620689655,0.29310344827586204,0.6724137931034483,DMSO,DMSO,0.0,Week1_22123
image_11968,DMSO,47,66.59295654296875,4364236.0,3105.2767899893224,18545,0.2829742431640625,0.0007171630859375,7.171630859375,342.31915283203125,320.5257873535156,290.5,133.0,457.75,0.06382978723404255,0.1276595744680851,0.8085106382978723,DMSO,DMSO,0.0,Week1_22123
image_11969,DMSO,47,53.07353210449219,3478227.0,2405.5899146848824,15529,0.2369537353515625,0.0007171630859375,7.171630859375,287.5638427734375,350.851318359375,170.0,77.0,289.5,0.0851063829787234,0.2127659574468085,0.7021276595744681,DMSO,DMSO,0.0,Week1_22123
image_11970,DMSO,46,69.23226928710938,4537206.0,1718.8240722185,17452,0.26629638671875,0.000701904296875,7.01904296875,326.86956787109375,378.0777587890625,165.0,83.25,394.375,0.06521739130434782,0.2391304347826087,0.6956521739130435,DMSO,DMSO,0.0,Week1_22123
image_11971,DMSO,42,76.14921569824219,4990515.0,2092.1362887525465,12056,0.1839599609375,0.000640869140625,6.40869140625,247.7142791748047,289.0788269042969,151.5,64.625,235.375,0.023809523809523808,0.30952380952380953,0.6666666666666666,DMSO,DMSO,0.0,Week1_22123
image_11972,DMSO,41,83.962646484375,5502576.0,3340.3756188750267,16518,0.252044677734375,0.0006256103515625,6.256103515625,350.9756164550781,346.5332336425781,250.5,103.5,550.0,0.07317073170731707,0.17073170731707318,0.7560975609756098,DMSO,DMSO,0.0,Week1_22123
image_11973,DMSO,48,44.43687438964844,2912215.0,1922.1269660850521,17983,0.2743988037109375,0.000732421875,7.32421875,327.15625,323.7373352050781,242.5,108.875,445.25,0.125,0.08333333333333333,0.7916666666666666,DMSO,DMSO,0.0,Week1_22123
image_11974,DMSO,51,73.74794006347656,4833145.0,2316.9518008714076,21148,0.32269287109375,0.0007781982421875,7.781982421875,358.4803771972656,451.8173522949219,132.5,85.0,442.25,0.0392156862745098,0.3333333333333333,0.6274509803921569,DMSO,DMSO,0.0,Week1_22123
image_11975,DMSO,39,81.11721801757812,5316098.0,1764.7517628660426,15201,0.2319488525390625,0.0005950927734375,5.950927734375,333.4615478515625,357.7747497558594,167.0,70.5,418.0,0.0,0.358974358974359,0.6410256410256411,DMSO,DMSO,0.0,Week1_22123
image_11976,DMSO,40,81.14469909667969,5317899.0,1938.5163088755216,14788,0.22564697265625,0.0006103515625,6.103515625,319.48748779296875,394.697021484375,137.75,87.125,348.75,0.0,0.35,0.65,DMSO,DMSO,0.0,Week1_22141
image_11977,DMSO,48,73.60881042480469,4824027.0,2116.0586864145007,20295,0.3096771240234375,0.000732421875,7.32421875,366.8541564941406,355.71734619140625,252.0,87.25,543.25,0.041666666666666664,0.2708333333333333,0.6875,DMSO,DMSO,0.0,Week1_22141
image_11978,DMSO,48,62.4970703125,4095808.0,1803.6279211044312,20210,0.308380126953125,0.000732421875,7.32421875,363.8645935058594,365.2813415527344,241.5,120.75,405.625,0.020833333333333332,0.14583333333333334,0.8333333333333334,DMSO,DMSO,0.0,Week1_22141
image_11979,DMSO,64,62.48942565917969,4095307.0,1062.9698588864412,18993,0.2898101806640625,0.0009765625,9.765625,250.609375,269.03076171875,138.5,65.5,372.375,0.09375,0.34375,0.5625,DMSO,DMSO,0.0,Week1_22141
image_11980,DMSO,53,60.819061279296875,3985838.0,1392.7802494606003,21172,0.32305908203125,0.0008087158203125,8.087158203125,342.896240234375,389.33978271484375,184.5,81.0,446.5,0.11320754716981132,0.24528301886792453,0.6415094339622641,DMSO,DMSO,0.0,Week1_22141
image_11981,DMSO,58,65.47837829589844,4291191.0,1537.427083771443,21177,0.3231353759765625,0.000885009765625,8.85009765625,311.6637878417969,343.6507263183594,171.25,75.875,378.625,0.08620689655172414,0.25862068965517243,0.6551724137931034,DMSO,DMSO,0.0,Week1_22141
image_11982,DMSO,53,69.10166931152344,4528647.0,1677.9389889126178,20714,0.316070556640625,0.0008087158203125,8.087158203125,335.5660400390625,370.5311584472656,195.0,73.0,464.0,0.05660377358490566,0.2641509433962264,0.6792452830188679,DMSO,DMSO,0.0,Week1_22141
image_11983,DMSO,48,53.62904357910156,3514633.0,2318.784708838677,17565,0.2680206298828125,0.000732421875,7.32421875,317.90625,317.80767822265625,176.0,111.125,424.875,0.041666666666666664,0.16666666666666666,0.7916666666666666,DMSO,DMSO,0.0,Week1_22141
image_11984,DMSO,56,57.84562683105469,3790971.0,1328.3377259315457,17760,0.27099609375,0.0008544921875,8.544921875,272.47320556640625,357.64886474609375,149.0,89.25,238.25,0.125,0.16071428571428573,0.7142857142857143,DMSO,DMSO,0.0,Week1_22141
image_11985,DMSO,53,57.808349609375,3788528.0,2108.49522203207,16739,0.2554168701171875,0.0008087158203125,8.087158203125,273.5377502441406,248.03506469726562,198.0,97.5,368.5,0.03773584905660377,0.22641509433962265,0.7358490566037735,DMSO,DMSO,0.0,Week1_22141
image_11986,DMSO,59,66.55888366699219,4362003.0,1417.761791502824,13734,0.209564208984375,0.0009002685546875,9.002685546875,198.52542114257812,199.53564453125,140.5,75.25,224.5,0.05084745762711865,0.3220338983050847,0.6271186440677966,DMSO,DMSO,0.0,Week1_22141
image_11987,DMSO,61,66.42861938476562,4353466.0,2155.384125999175,19325,0.2948760986328125,0.0009307861328125,9.307861328125,273.11474609375,262.9530334472656,168.0,94.5,354.0,0.06557377049180328,0.2459016393442623,0.6885245901639344,DMSO,DMSO,0.0,Week1_22141
image_11988,DMSO,53,45.89140319824219,3007539.0,1209.3786638879683,14796,0.22576904296875,0.0008087158203125,8.087158203125,239.1981201171875,245.269287109375,146.0,61.0,321.0,0.07547169811320754,0.32075471698113206,0.6037735849056604,DMSO,DMSO,0.0,Week1_22141
image_11989,DMSO,41,40.00990295410156,2622089.0,1858.1546107938047,12917,0.1970977783203125,0.0006256103515625,6.256103515625,271.93902587890625,289.1282043457031,179.0,91.0,349.0,0.04878048780487805,0.24390243902439024,0.7073170731707317,DMSO,DMSO,0.0,Week1_22141
image_11990,DMSO,54,73.80799865722656,4837081.0,1624.9868323837873,21458,0.327423095703125,0.000823974609375,8.23974609375,341.7314758300781,354.67132568359375,223.5,111.75,461.5,0.05555555555555555,0.14814814814814814,0.7962962962962963,DMSO,DMSO,0.0,Week1_22141
image_11991,DMSO,31,72.82667541503906,4772769.0,4705.176364227897,19022,0.290252685546875,0.0004730224609375,4.730224609375,543.7096557617188,471.97186279296875,428.0,176.5,586.5,0.0,0.12903225806451613,0.8709677419354839,DMSO,DMSO,0.0,Week1_22141
image_11992,DMSO,55,75.16690063476562,4926138.0,2295.443396619521,18325,0.2796173095703125,0.0008392333984375,8.392333984375,288.536376953125,283.6050720214844,211.0,103.25,316.5,0.05454545454545454,0.2,0.7454545454545455,DMSO,DMSO,0.0,Week1_22141
image_11993,DMSO,40,55.961334228515625,3667482.0,2613.2594912862405,13198,0.201385498046875,0.0006103515625,6.103515625,285.42498779296875,295.40423583984375,168.75,87.875,341.625,0.075,0.225,0.7,DMSO,DMSO,0.0,Week1_22141
image_11994,DMSO,44,66.85798645019531,4381605.0,2141.565021971008,17649,0.2693023681640625,0.00067138671875,6.7138671875,348.3295593261719,427.31036376953125,185.75,60.125,399.875,0.1590909090909091,0.1590909090909091,0.6818181818181818,DMSO,DMSO,0.0,Week1_22141
image_11995,DMSO,50,55.246368408203125,3620626.0,2099.231722041033,17250,0.263214111328125,0.000762939453125,7.62939453125,298.1400146484375,303.27685546875,210.0,101.125,350.5,0.08,0.16,0.76,DMSO,DMSO,0.0,Week1_22141
image_11996,DMSO,38,47.19148254394531,3092741.0,2287.0138868035283,11578,0.176666259765625,0.000579833984375,5.79833984375,261.6842041015625,287.0515441894531,157.5,89.5,334.5,0.07894736842105263,0.23684210526315788,0.6842105263157895,DMSO,DMSO,0.0,Week1_22141
image_11997,DMSO,35,29.48858642578125,1932564.0,1674.8868326209486,15335,0.2339935302734375,0.0005340576171875,5.340576171875,387.8714294433594,322.939697265625,313.0,170.0,388.75,0.02857142857142857,0.05714285714285714,0.9142857142857143,DMSO,DMSO,0.0,Week1_22141
image_11998,DMSO,49,73.22776794433594,4799055.0,1309.9573533309158,17757,0.2709503173828125,0.0007476806640625,7.476806640625,308.9081726074219,377.1548767089844,139.0,80.5,350.0,0.08163265306122448,0.2857142857142857,0.6326530612244898,DMSO,DMSO,0.0,Week1_22141
image_11999,DMSO,47,71.23910522460938,4668726.0,1956.176105058752,18339,0.2798309326171875,0.0007171630859375,7.171630859375,337.18084716796875,340.4924621582031,212.0,82.0,491.5,0.0851063829787234,0.19148936170212766,0.723404255319149,DMSO,DMSO,0.0,Week1_22141
image_12000,DMSO,50,63.76750183105469,4179067.0,1905.2546146453824,14570,0.222320556640625,0.000762939453125,7.62939453125,248.32000732421875,269.4814758300781,162.25,83.125,330.125,0.12,0.22,0.66,DMSO,DMSO,0.0,Week1_22161
image_12001,DMSO,51,75.5853271484375,4953560.0,1772.997480019927,18143,0.2768402099609375,0.0007781982421875,7.781982421875,307.686279296875,390.5457458496094,158.0,87.25,282.5,0.0196078431372549,0.29411764705882354,0.6862745098039216,DMSO,DMSO,0.0,Week1_22161
image_12002,DMSO,55,73.85798645019531,4840357.0,2950.064075926086,19034,0.290435791015625,0.0008392333984375,8.392333984375,301.9363708496094,299.5571594238281,186.0,95.5,397.5,0.07272727272727272,0.21818181818181817,0.7090909090909091,DMSO,DMSO,0.0,Week1_22161
image_12003,DMSO,53,64.16532897949219,4205139.0,2255.981684272876,18149,0.2769317626953125,0.0008087158203125,8.087158203125,295.5566101074219,359.8331604003906,144.5,72.0,328.5,0.07547169811320754,0.3018867924528302,0.6226415094339622,DMSO,DMSO,0.0,Week1_22161
image_12004,DMSO,47,65.96585083007812,4323138.0,2152.9619380822405,17612,0.26873779296875,0.0007171630859375,7.171630859375,326.1276550292969,322.2532653808594,202.5,86.25,469.0,0.06382978723404255,0.2127659574468085,0.723404255319149,DMSO,DMSO,0.0,Week1_22161
image_12005,DMSO,48,72.48123168945312,4750130.0,2182.263044967316,14760,0.2252197265625,0.000732421875,7.32421875,264.4895935058594,328.6062316894531,124.75,81.875,261.375,0.08333333333333333,0.2916666666666667,0.625,DMSO,DMSO,0.0,Week1_22161
image_12006,DMSO,58,56.19847106933594,3683023.0,1467.5697553528007,17665,0.2695465087890625,0.000885009765625,8.85009765625,262.1896667480469,252.00656127929688,164.75,93.75,352.75,0.05172413793103448,0.22413793103448276,0.7241379310344828,DMSO,DMSO,0.0,Week1_22161
image_12007,DMSO,40,43.905731201171875,2877406.0,1847.5720154931769,14357,0.2190704345703125,0.0006103515625,6.103515625,311.36248779296875,326.6770324707031,210.25,87.125,435.0,0.075,0.25,0.675,DMSO,DMSO,0.0,Week1_22161
image_12008,DMSO,49,75.97918701171875,4979372.0,2042.7983644269407,21933,0.3346710205078125,0.0007476806640625,7.476806640625,387.9285583496094,428.07818603515625,185.5,95.5,510.5,0.04081632653061224,0.24489795918367346,0.7142857142857143,DMSO,DMSO,0.0,Week1_22161
image_12009,DMSO,51,71.34983825683594,4675983.0,1847.2889443708118,18554,0.283111572265625,0.0007781982421875,7.781982421875,313.8039245605469,340.4468994140625,167.5,83.75,413.75,0.0196078431372549,0.27450980392156865,0.7058823529411765,DMSO,DMSO,0.0,Week1_22161
image_12010,DMSO,45,46.14265441894531,3024005.0,2012.2975665868726,19862,0.303070068359375,0.0006866455078125,6.866455078125,385.54443359375,365.47357177734375,252.0,162.5,552.0,0.044444444444444446,0.1111111111111111,0.8444444444444444,DMSO,DMSO,0.0,Week1_22161
image_12011,DMSO,50,58.98793029785156,3865833.0,2050.241812940454,15016,0.2291259765625,0.000762939453125,7.62939453125,259.1400146484375,258.1163330078125,175.0,104.125,343.25,0.04,0.18,0.78,DMSO,DMSO,0.0,Week1_22161
image_12012,DMSO,36,56.41352844238281,3697117.0,3074.782012415817,14140,0.21575927734375,0.00054931640625,5.4931640625,343.9861145019531,314.0060119628906,244.5,114.75,416.625,0.08333333333333333,0.1111111111111111,0.8055555555555556,DMSO,DMSO,0.0,Week1_22161
image_12013,DMSO,23,17.981277465820312,1178421.0,911.220123709878,6920,0.1055908203125,0.0003509521484375,3.509521484375,260.89129638671875,193.44198608398438,185.5,86.5,438.5,0.0,0.30434782608695654,0.6956521739130435,DMSO,DMSO,0.0,Week1_22161
image_12014,DMSO,37,72.36468505859375,4742492.0,2629.9651798568666,11693,0.1784210205078125,0.0005645751953125,5.645751953125,273.6891784667969,258.1556701660156,161.0,99.5,392.5,0.08108108108108109,0.1891891891891892,0.7297297297297297,DMSO,DMSO,0.0,Week1_22161
image_12015,DMSO,36,47.59791564941406,3119377.0,1911.5907238048967,19507,0.2976531982421875,0.00054931640625,5.4931640625,474.1388854980469,454.5970764160156,327.75,169.125,524.625,0.0,0.16666666666666666,0.8333333333333334,DMSO,DMSO,0.0,Week1_22161
image_12016,DMSO,33,70.97499084472656,4651417.0,2777.042266998207,13277,0.2025909423828125,0.0005035400390625,5.035400390625,349.8939514160156,343.8030090332031,244.0,119.5,398.0,0.030303030303030304,0.15151515151515152,0.8181818181818182,DMSO,DMSO,0.0,Week1_22161
image_12017,DMSO,17,27.078216552734375,1774598.0,1992.2038431083784,8889,0.1356353759765625,0.0002593994140625,2.593994140625,463.20587158203125,500.18890380859375,270.5,166.5,347.5,0.0,0.11764705882352941,0.8823529411764706,DMSO,DMSO,0.0,Week1_22161
image_12018,DMSO,35,64.50738525390625,4227556.0,2390.0340946279466,12676,0.19342041015625,0.0005340576171875,5.340576171875,313.471435546875,316.75262451171875,215.5,107.5,378.0,0.11428571428571428,0.14285714285714285,0.7428571428571429,DMSO,DMSO,0.0,Week1_22161
image_12019,DMSO,40,43.044525146484375,2820966.0,2649.511353692971,14375,0.2193450927734375,0.0006103515625,6.103515625,315.45001220703125,294.04296875,217.25,134.75,407.625,0.125,0.1,0.775,DMSO,DMSO,0.0,Week1_22161
image_12020,DMSO,54,62.84764099121094,4118783.0,1916.6533156631049,19995,0.3050994873046875,0.000823974609375,8.23974609375,320.34259033203125,331.123291015625,179.5,86.75,465.375,0.09259259259259259,0.18518518518518517,0.7222222222222222,DMSO,DMSO,0.0,Week1_22161
image_12021,DMSO,39,51.367340087890625,3366410.0,2818.247538066469,13682,0.208770751953125,0.0005950927734375,5.950927734375,306.9871826171875,310.2903137207031,198.0,91.25,424.75,0.07692307692307693,0.20512820512820512,0.717948717948718,DMSO,DMSO,0.0,Week1_22161
image_12022,DMSO,63,66.47366333007812,4356418.0,1396.5388876786456,22263,0.3397064208984375,0.0009613037109375,9.613037109375,303.5952453613281,291.0520935058594,201.0,87.25,462.0,0.06349206349206349,0.20634920634920634,0.7301587301587301,DMSO,DMSO,0.0,Week1_22161
image_12023,DMSO,40,49.76737976074219,3261555.0,2828.1433518135455,18899,0.2883758544921875,0.0006103515625,6.103515625,419.2124938964844,347.5545654296875,290.25,190.125,537.5,0.0,0.05,0.95,DMSO,DMSO,0.0,Week1_22161
image_12024,DMSO,48,73.20236206054688,4797390.0,2003.134312047623,11123,0.1697235107421875,0.000732421875,7.32421875,197.2291717529297,236.13052368164062,125.75,37.25,260.375,0.16666666666666666,0.2916666666666667,0.5416666666666666,DMSO,DMSO,0.0,Week1_22361
image_12025,DMSO,35,62.678497314453125,4107698.0,1669.0461721559986,12951,0.1976165771484375,0.0005340576171875,5.340576171875,314.72857666015625,305.4139099121094,229.0,92.25,457.25,0.08571428571428572,0.2,0.7142857142857143,DMSO,DMSO,0.0,Week1_22361
image_12026,DMSO,48,72.03643798828125,4720980.0,2326.9243009351194,18414,0.280975341796875,0.000732421875,7.32421875,331.7916564941406,377.9925842285156,190.75,88.625,383.0,0.0625,0.20833333333333334,0.7291666666666666,DMSO,DMSO,0.0,Week1_22361
image_12027,DMSO,52,57.98858642578125,3800340.0,1535.617911722511,17704,0.2701416015625,0.00079345703125,7.9345703125,293.19232177734375,383.18048095703125,142.0,55.875,298.875,0.11538461538461539,0.25,0.6346153846153846,DMSO,DMSO,0.0,Week1_22361
image_12028,DMSO,33,68.01446533203125,4457396.0,2515.9351545237005,16341,0.2493438720703125,0.0005035400390625,5.035400390625,429.757568359375,456.8222961425781,324.0,116.5,467.0,0.030303030303030304,0.18181818181818182,0.7878787878787878,DMSO,DMSO,0.0,Week1_22361
image_12029,DMSO,35,72.77023315429688,4769070.0,2922.519594891928,9439,0.1440277099609375,0.0005340576171875,5.340576171875,230.08570861816406,203.31602478027344,160.5,76.0,260.25,0.02857142857142857,0.2857142857142857,0.6857142857142857,DMSO,DMSO,0.0,Week1_22361
image_12030,DMSO,37,74.5626220703125,4886536.0,2721.5233611911535,13947,0.2128143310546875,0.0005645751953125,5.645751953125,326.6891784667969,258.2164306640625,256.5,134.5,480.5,0.0,0.1891891891891892,0.8108108108108109,DMSO,DMSO,0.0,Week1_22361
image_12031,DMSO,46,57.845977783203125,3790994.0,2358.3713882407174,17406,0.265594482421875,0.000701904296875,7.01904296875,329.6630554199219,315.6584777832031,207.25,132.125,446.875,0.043478260869565216,0.13043478260869565,0.8260869565217391,DMSO,DMSO,0.0,Week1_22361
image_12032,DMSO,46,74.82794189453125,4903924.0,2366.303068127483,19726,0.300994873046875,0.000701904296875,7.01904296875,374.6739196777344,456.32122802734375,157.5,63.25,507.125,0.13043478260869565,0.2608695652173913,0.6086956521739131,DMSO,DMSO,0.0,Week1_22361
image_12033,DMSO,48,65.96345520019531,4322981.0,2149.8842083008494,17912,0.2733154296875,0.000732421875,7.32421875,324.2604064941406,337.4731140136719,216.0,99.5,458.0,0.0625,0.1875,0.75,DMSO,DMSO,0.0,Week1_22361
image_12034,DMSO,41,82.23234558105469,5389179.0,2216.340256863972,19914,0.303863525390625,0.0006256103515625,6.256103515625,420.3902587890625,425.0535583496094,224.0,127.5,675.0,0.07317073170731707,0.0975609756097561,0.8292682926829268,DMSO,DMSO,0.0,Week1_22361
image_12035,DMSO,47,75.79994201660156,4967625.0,1909.7476202358957,13273,0.2025299072265625,0.0007171630859375,7.171630859375,242.14894104003906,326.23089599609375,133.0,61.0,241.5,0.1276595744680851,0.3191489361702128,0.5531914893617021,DMSO,DMSO,0.0,Week1_22361
image_12036,DMSO,38,70.1951904296875,4600312.0,1759.9274768680334,13656,0.2083740234375,0.000579833984375,5.79833984375,310.25,387.47918701171875,142.25,65.125,389.375,0.18421052631578946,0.15789473684210525,0.6578947368421053,DMSO,DMSO,0.0,Week1_22361
image_12037,DMSO,40,79.02935791015625,5179268.0,2088.47539543733,14769,0.2253570556640625,0.0006103515625,6.103515625,319.48748779296875,304.6884460449219,209.75,92.5,413.5,0.1,0.175,0.725,DMSO,DMSO,0.0,Week1_22361
image_12038,DMSO,57,72.09895324707031,4725077.0,1458.4189954863396,22315,0.3404998779296875,0.0008697509765625,8.697509765625,337.1666564941406,353.1939392089844,207.0,69.5,558.0,0.03508771929824561,0.2807017543859649,0.6842105263157895,DMSO,DMSO,0.0,Week1_22361
image_12039,DMSO,48,70.03825378417969,4590027.0,2130.6363387720194,16059,0.2450408935546875,0.000732421875,7.32421875,286.1666564941406,356.51177978515625,160.0,65.0,374.5,0.14583333333333334,0.20833333333333334,0.6458333333333334,DMSO,DMSO,0.0,Week1_22361
image_12040,DMSO,57,53.95057678222656,3535705.0,1213.7114092742559,15641,0.2386627197265625,0.0008697509765625,8.697509765625,234.28070068359375,246.47157287597656,133.0,77.0,305.0,0.03508771929824561,0.3508771929824561,0.6140350877192983,DMSO,DMSO,0.0,Week1_22361
image_12041,DMSO,47,49.61747741699219,3251731.0,1817.752861654153,13246,0.202117919921875,0.0007171630859375,7.171630859375,243.31915283203125,213.2422332763672,201.5,68.5,359.0,0.0425531914893617,0.2978723404255319,0.6595744680851063,DMSO,DMSO,0.0,Week1_22361
image_12042,DMSO,35,63.890411376953125,4187122.0,1966.893813087605,12938,0.197418212890625,0.0005340576171875,5.340576171875,315.6856994628906,326.4763488769531,152.0,106.75,424.25,0.02857142857142857,0.17142857142857143,0.8,DMSO,DMSO,0.0,Week1_22361
image_12043,DMSO,48,65.84886169433594,4315471.0,2373.590911485022,17549,0.2677764892578125,0.000732421875,7.32421875,317.09375,336.49090576171875,192.25,106.0,357.75,0.0625,0.1875,0.75,DMSO,DMSO,0.0,Week1_22361
image_12044,DMSO,47,62.855743408203125,4119314.0,2478.035250826739,17655,0.2693939208984375,0.0007171630859375,7.171630859375,324.9893493652344,378.9507141113281,183.5,105.5,379.5,0.06382978723404255,0.1702127659574468,0.7659574468085106,DMSO,DMSO,0.0,Week1_22361
image_12045,DMSO,63,50.5938720703125,3315720.0,1184.9349136203527,21570,0.329132080078125,0.0009613037109375,9.613037109375,293.6507873535156,344.5190124511719,178.5,65.0,303.25,0.15873015873015872,0.20634920634920634,0.6349206349206349,DMSO,DMSO,0.0,Week1_22361
image_12046,DMSO,48,64.84686279296875,4249804.0,1749.4313829801977,19629,0.2995147705078125,0.000732421875,7.32421875,354.3854064941406,400.8097839355469,207.75,123.625,344.25,0.020833333333333332,0.22916666666666666,0.75,DMSO,DMSO,0.0,Week1_22361
image_12047,DMSO,53,63.59523010253906,4167777.0,1836.2250926045235,18096,0.276123046875,0.0008087158203125,8.087158203125,295.1697998046875,395.93255615234375,173.5,70.5,297.5,0.05660377358490566,0.3018867924528302,0.6415094339622641,DMSO,DMSO,0.0,Week1_22361
image_12048,DMSO,49,59.03495788574219,3868915.0,1778.2514482343104,18377,0.2804107666015625,0.0007476806640625,7.476806640625,324.8163146972656,360.6703186035156,165.0,107.5,350.5,0.04081632653061224,0.20408163265306123,0.7551020408163265,DMSO,DMSO,0.0,Week1_22381
image_12049,DMSO,60,54.15367126464844,3549015.0,1289.8717251082417,19825,0.3025054931640625,0.00091552734375,9.1552734375,283.1916809082031,317.336181640625,171.75,94.125,334.5,0.06666666666666667,0.21666666666666667,0.7166666666666667,DMSO,DMSO,0.0,Week1_22381
image_12050,DMSO,35,81.82014465332031,5362165.0,2525.728012772044,16600,0.2532958984375,0.0005340576171875,5.340576171875,415.5142822265625,452.85406494140625,230.5,106.0,553.75,0.05714285714285714,0.17142857142857143,0.7714285714285715,DMSO,DMSO,0.0,Week1_22381
image_12051,DMSO,49,65.26123046875,4276960.0,2131.42959189415,16726,0.255218505859375,0.0007476806640625,7.476806640625,295.3571472167969,290.249755859375,209.0,98.0,364.0,0.10204081632653061,0.16326530612244897,0.7346938775510204,DMSO,DMSO,0.0,Week1_22381
image_12052,DMSO,49,58.92466735839844,3861687.0,1435.5837262382265,16178,0.246856689453125,0.0007476806640625,7.476806640625,283.6836853027344,362.2392883300781,127.0,76.5,322.5,0.10204081632653061,0.2857142857142857,0.6122448979591837,DMSO,DMSO,0.0,Week1_22381
image_12053,DMSO,42,72.42265319824219,4746291.0,2243.574644913664,16688,0.254638671875,0.000640869140625,6.40869140625,343.46429443359375,474.3131408691406,138.75,74.25,323.75,0.09523809523809523,0.23809523809523808,0.6666666666666666,DMSO,DMSO,0.0,Week1_22381
image_12054,DMSO,42,70.37020874023438,4611782.0,1650.5148619925603,13212,0.20159912109375,0.000640869140625,6.40869140625,269.55950927734375,305.8843688964844,159.25,92.25,281.5,0.047619047619047616,0.23809523809523808,0.7142857142857143,DMSO,DMSO,0.0,Week1_22381
image_12055,DMSO,62,39.43316650390625,2584292.0,1241.718708332628,18266,0.278717041015625,0.000946044921875,9.46044921875,251.6774139404297,286.63690185546875,173.5,80.75,272.0,0.08064516129032258,0.20967741935483872,0.7096774193548387,DMSO,DMSO,0.0,Week1_22381
image_12056,DMSO,65,67.625,4431872.0,2245.0755920410156,23844,0.36383056640625,0.0009918212890625,9.918212890625,317.28460693359375,338.8485412597656,194.0,107.5,391.5,0.06153846153846154,0.15384615384615385,0.7846153846153846,DMSO,DMSO,0.0,Week1_22381
image_12057,DMSO,52,71.31355285644531,4673605.0,1953.6435821892228,15003,0.2289276123046875,0.00079345703125,7.9345703125,249.00961303710938,308.3537292480469,133.0,85.625,257.625,0.038461538461538464,0.3076923076923077,0.6538461538461539,DMSO,DMSO,0.0,Week1_22381
image_12058,DMSO,41,80.19453430175781,5255629.0,2593.2575818204787,11577,0.1766510009765625,0.0006256103515625,6.256103515625,242.31707763671875,279.8400573730469,127.5,82.5,323.0,0.0975609756097561,0.24390243902439024,0.6585365853658537,DMSO,DMSO,0.0,Week1_22381
image_12059,DMSO,56,63.60986328125,4168736.0,1877.9827725887299,23060,0.35186767578125,0.0008544921875,8.544921875,356.78570556640625,439.57403564453125,131.25,87.375,510.0,0.05357142857142857,0.26785714285714285,0.6785714285714286,DMSO,DMSO,0.0,Week1_22381
image_12060,DMSO,47,57.57283020019531,3773093.0,1608.2112790138926,18036,0.27520751953125,0.0007171630859375,7.171630859375,330.45745849609375,367.0872802734375,220.0,61.0,472.0,0.1276595744680851,0.2127659574468085,0.6595744680851063,DMSO,DMSO,0.0,Week1_22381
image_12061,DMSO,30,70.94821166992188,4649662.0,2135.429507910274,6996,0.10675048828125,0.000457763671875,4.57763671875,199.25,208.828125,122.75,78.25,236.75,0.1,0.26666666666666666,0.6333333333333333,DMSO,DMSO,0.0,Week1_22381
image_12062,DMSO,43,70.53422546386719,4622531.0,1417.9063603559043,12074,0.184234619140625,0.0006561279296875,6.561279296875,241.86045837402344,279.51324462890625,120.5,57.0,320.25,0.09302325581395349,0.3488372093023256,0.5581395348837209,DMSO,DMSO,0.0,Week1_22381
image_12063,DMSO,67,68.90412902832031,4515701.0,1501.3136999921408,27560,0.4205322265625,0.0010223388671875,10.223388671875,353.6044921875,371.55889892578125,210.0,85.25,505.5,0.04477611940298507,0.23880597014925373,0.7164179104477612,DMSO,DMSO,0.0,Week1_22381
image_12064,DMSO,43,66.93589782714844,4386711.0,1240.3633378108498,15089,0.2302398681640625,0.0006561279296875,6.561279296875,298.1744079589844,345.59063720703125,140.0,86.5,433.75,0.09302325581395349,0.2558139534883721,0.6511627906976745,DMSO,DMSO,0.0,Week1_22381
image_12065,DMSO,32,75.82415771484375,4969212.0,2538.7242979966104,12088,0.1844482421875,0.00048828125,4.8828125,328.859375,312.09356689453125,246.25,132.875,383.125,0.125,0.03125,0.84375,DMSO,DMSO,0.0,Week1_22381
image_12066,DMSO,56,67.77313232421875,4441580.0,1914.9543904326856,24321,0.3711090087890625,0.0008544921875,8.544921875,373.3660583496094,373.1059875488281,201.0,88.75,572.5,0.07142857142857142,0.21428571428571427,0.7142857142857143,DMSO,DMSO,0.0,Week1_22381
image_12067,DMSO,45,69.21994018554688,4536398.0,1834.5993924280629,13565,0.2069854736328125,0.0006866455078125,6.866455078125,258.3888854980469,262.45562744140625,141.0,94.0,261.5,0.022222222222222223,0.26666666666666666,0.7111111111111111,DMSO,DMSO,0.0,Week1_22381
